"basket","pres","term_start","month","months_in","pci","pci_se","pci_lo","pci_hi","pci_raw","pci_smooth","pci_smooth_lo","pci_smooth_hi","n_outlets","n_headlines"
"full","Reagan",1981-01-20,1987-04-01,75,-15.04,3.96,-22.81,-7.28,-12.51,-13.02,-17.05,-9,16,706
"full","Reagan",1981-01-20,1987-05-01,76,-8.54,3.96,-16.3,-0.77,-6,-11.78,-15.8,-7.75,16,861
"full","Reagan",1981-01-20,1987-06-01,77,-9.59,3.96,-17.35,-1.82,-7.05,-11.92,-15.94,-7.89,16,919
"full","Reagan",1981-01-20,1987-07-01,78,-15.57,3.96,-23.33,-7.8,-13.03,-12.81,-16.84,-8.78,16,930
"full","Reagan",1981-01-20,1987-08-01,79,-14.76,3.96,-22.53,-7,-12.23,-12.86,-16.89,-8.84,16,740
"full","Reagan",1981-01-20,1987-09-01,80,-12.42,3.96,-20.17,-4.66,-9.87,-11.77,-15.79,-7.74,16,624
"full","Reagan",1981-01-20,1987-10-01,81,-4.88,3.96,-12.63,2.87,-2.34,-10.54,-14.56,-6.51,16,935
"full","Reagan",1981-01-20,1987-11-01,82,-16.05,4.21,-24.3,-7.79,-13.6,-8.47,-12.5,-4.45,14,692
"full","Reagan",1981-01-20,1987-12-01,83,-3.61,4.21,-11.86,4.65,-1.16,-7.58,-11.6,-3.55,14,565
"full","Reagan",1981-01-20,1988-01-01,84,-4.44,3.96,-12.19,3.31,-1.84,-7.54,-11.56,-3.51,16,745
"full","Reagan",1981-01-20,1988-02-01,85,-7.99,3.96,-15.74,-0.24,-5.39,-8.7,-12.72,-4.67,16,635
"full","Reagan",1981-01-20,1988-03-01,86,-16.81,3.96,-24.56,-9.06,-14.22,-9.28,-13.31,-5.26,16,601
"full","Reagan",1981-01-20,1988-04-01,87,-5.92,3.96,-13.67,1.84,-3.32,-8.76,-12.79,-4.73,16,575
"full","Reagan",1981-01-20,1988-05-01,88,-4.46,3.96,-12.21,3.3,-1.86,-7.61,-11.64,-3.58,16,801
"full","Reagan",1981-01-20,1988-06-01,89,-8.08,3.96,-15.84,-0.33,-5.49,-7.2,-11.23,-3.18,16,655
"full","Reagan",1981-01-20,1988-07-01,90,-10.57,3.96,-18.32,-2.81,-7.97,-6.69,-10.71,-2.66,16,484
"full","Reagan",1981-01-20,1988-08-01,91,-4.39,3.96,-12.14,3.37,-1.79,-5.42,-9.45,-1.4,16,633
"full","Reagan",1981-01-20,1988-09-01,92,-0.09,3.96,-7.85,7.66,2.5,-4.44,-8.47,-0.41,16,481
"full","Reagan",1981-01-20,1988-10-01,93,-6.2,3.96,-13.96,1.55,-3.61,-3.93,-7.95,0.1,16,526
"full","Reagan",1981-01-20,1988-11-01,94,-6.42,3.96,-14.18,1.33,-3.83,-3.23,-6.9,0.44,16,559
"full","Reagan",1981-01-20,1988-12-01,95,-0.38,3.96,-8.13,7.38,2.22,-2.59,-7.13,1.96,16,465
"full","Reagan",1981-01-20,1989-01-01,96,-1.52,2.7,-6.81,3.78,-4.16,-1.64,-8.03,4.75,18,717
"full","Truman",1945-04-12,1947-11-01,31,-6.25,6.34,-18.68,6.17,-3.8,-5.61,-13.8,2.58,6,268
"full","Truman",1945-04-12,1947-12-01,32,-6.54,5.88,-18.06,4.98,-4.13,-8.06,-13.91,-2.22,7,266
"full","Truman",1945-04-12,1948-01-01,33,-11.35,5.88,-22.88,0.17,-8.95,-10.41,-15.13,-5.7,7,361
"full","Truman",1945-04-12,1948-02-01,34,-12.27,5.88,-23.79,-0.75,-9.87,-12.71,-17.89,-7.54,7,333
"full","Truman",1945-04-12,1948-03-01,35,-18.59,5.88,-30.11,-7.06,-16.18,-11.65,-16.82,-6.47,7,459
"full","Truman",1945-04-12,1948-04-01,36,-8.59,5.88,-20.11,2.93,-6.18,-8.27,-13.45,-3.09,7,330
"full","Truman",1945-04-12,1948-05-01,37,1.75,5.88,-9.77,13.28,4.16,-4.71,-9.89,0.47,7,332
"full","Truman",1945-04-12,1948-06-01,38,-2.58,5.88,-14.11,8.94,-0.18,-3.08,-8.25,2.1,7,404
"full","Truman",1945-04-12,1948-07-01,39,-4.87,5.88,-16.39,6.65,-2.46,-3.86,-9.04,1.32,7,505
"full","Truman",1945-04-12,1948-08-01,40,-6.76,5.88,-18.29,4.76,-4.36,-4.33,-9.5,0.85,7,311
"full","Truman",1945-04-12,1948-09-01,41,-2.41,6.34,-14.83,10.02,0.27,-1.95,-7.13,3.23,6,467
"full","Truman",1945-04-12,1948-10-01,42,-2.62,6.34,-15.04,9.8,0.06,1.91,-3.27,7.09,6,575
"full","Truman",1945-04-12,1948-11-01,43,16.34,5.88,4.81,27.86,18.74,3.21,-1.96,8.39,7,518
"full","Truman",1945-04-12,1948-12-01,44,-2.32,6.34,-14.74,10.1,0.36,2.35,-2.83,7.53,6,323
"full","Truman",1945-04-12,1949-01-01,45,0.28,5.88,-11.24,11.8,2.69,-2.55,-7.72,2.63,7,510
"full","Truman",1945-04-12,1949-02-01,46,-9.83,5.88,-21.35,1.69,-7.42,-6.25,-11.43,-1.08,7,353
"full","Truman",1945-04-12,1949-03-01,47,-11.46,5.88,-22.98,0.06,-9.06,-7.14,-12.32,-1.97,7,363
"full","Truman",1945-04-12,1949-04-01,48,-3.33,5.88,-14.85,8.19,-0.92,-6.45,-11.63,-1.28,7,291
"full","Truman",1945-04-12,1949-05-01,49,-5.07,5.88,-16.6,6.45,-2.67,-4.76,-9.93,0.42,7,302
"full","Truman",1945-04-12,1949-06-01,50,-2.74,6.34,-15.16,9.68,-0.29,-4.76,-9.94,0.41,6,302
"full","Truman",1945-04-12,1949-07-01,51,-5.99,5.88,-17.51,5.53,-3.59,-5.66,-10.83,-0.48,7,392
"full","Truman",1945-04-12,1949-08-01,52,-8.07,5.88,-19.59,3.45,-5.67,-6.93,-12.11,-1.75,7,345
"full","Truman",1945-04-12,1949-09-01,53,-6.58,5.88,-18.11,4.94,-4.18,-7.36,-12.54,-2.19,7,280
"full","Truman",1945-04-12,1949-10-01,54,-11.17,5.88,-22.69,0.35,-8.76,-5.67,-10.85,-0.5,7,349
"full","Truman",1945-04-12,1949-11-01,55,0.58,5.88,-10.94,12.11,2.99,-3.97,-9.15,1.21,7,312
"full","Truman",1945-04-12,1949-12-01,56,-1.2,5.88,-12.72,10.32,1.2,-1.86,-7.04,3.31,7,281
"full","Truman",1945-04-12,1950-01-01,57,-3.08,5.88,-14.6,8.44,-0.67,-1.93,-7.11,3.24,7,384
"full","Truman",1945-04-12,1950-02-01,58,2.41,5.88,-9.11,13.93,4.82,-4.55,-9.73,0.63,7,296
"full","Truman",1945-04-12,1950-03-01,59,-14.17,5.88,-25.7,-2.65,-11.77,-6.85,-12.03,-1.67,7,276
"full","Truman",1945-04-12,1950-04-01,60,-6.99,5.88,-18.51,4.53,-4.59,-9.31,-14.49,-4.14,7,324
"full","Truman",1945-04-12,1950-05-01,61,-12.99,5.88,-24.51,-1.47,-10.59,-7.91,-13.08,-2.73,7,459
"full","Truman",1945-04-12,1950-06-01,62,-5.85,5.51,-16.65,4.95,-3.66,-3.86,-9.03,1.32,8,397
"full","Truman",1945-04-12,1950-07-01,63,5.34,5.51,-5.45,16.14,7.53,0.08,-5.09,5.26,8,394
"full","Truman",1945-04-12,1950-08-01,64,4.85,5.51,-5.95,15.65,7.04,2.12,-3.06,7.3,8,305
"full","Truman",1945-04-12,1950-09-01,65,1.06,5.51,-9.73,11.86,3.25,0.44,-4.73,5.62,8,413
"full","Truman",1945-04-12,1950-10-01,66,-3.27,5.88,-14.79,8.26,-0.87,-2.04,-7.22,3.13,7,346
"full","Truman",1945-04-12,1950-11-01,67,-7.99,5.88,-19.51,3.53,-5.59,-3.74,-8.91,1.44,7,343
"full","Truman",1945-04-12,1950-12-01,68,1.86,5.51,-8.94,12.66,4.05,-5.72,-10.9,-0.55,8,428
"full","Truman",1945-04-12,1951-01-01,69,-11.87,5.51,-22.67,-1.07,-9.68,-7.35,-12.53,-2.17,8,391
"full","Truman",1945-04-12,1951-02-01,70,-8.38,5.51,-19.17,2.42,-6.19,-9.39,-14.57,-4.22,8,298
"full","Truman",1945-04-12,1951-03-01,71,-14.71,5.88,-26.23,-3.19,-12.32,-8.1,-13.28,-2.92,7,298
"full","Truman",1945-04-12,1951-04-01,72,-3.57,5.88,-15.09,7.96,-1.17,-5.99,-11.17,-0.81,7,462
"full","Truman",1945-04-12,1951-05-01,73,3.75,5.51,-7.05,14.55,5.94,-5.77,-10.94,-0.59,8,311
"full","Truman",1945-04-12,1951-06-01,74,-13.17,5.51,-23.97,-2.37,-10.98,-6.82,-11.99,-1.64,8,368
"full","Truman",1945-04-12,1951-07-01,75,-10.78,5.51,-21.58,0.02,-8.59,-8.23,-13.41,-3.06,8,343
"full","Truman",1945-04-12,1951-08-01,76,-8.75,5.51,-19.55,2.04,-6.57,-7.32,-12.5,-2.15,8,349
"full","Truman",1945-04-12,1951-09-01,77,1.08,5.51,-9.71,11.88,3.27,-7.48,-12.66,-2.31,8,357
"full","Truman",1945-04-12,1951-10-01,78,-10.07,5.51,-20.86,0.73,-7.88,-9.7,-14.88,-4.53,8,389
"full","Truman",1945-04-12,1951-11-01,79,-18.89,5.88,-30.41,-7.37,-16.49,-12.41,-17.58,-7.23,7,361
"full","Truman",1945-04-12,1951-12-01,80,-13.7,5.51,-24.5,-2.91,-11.52,-12.92,-18.1,-7.74,8,313
"full","Truman",1945-04-12,1952-01-01,81,-9.95,5.51,-20.74,0.85,-7.76,-10.43,-15.6,-5.25,8,414
"full","Truman",1945-04-12,1952-02-01,82,-5.84,5.51,-16.63,4.96,-3.65,-8.49,-13.67,-3.31,8,385
"full","Truman",1945-04-12,1952-03-01,83,-6.7,5.51,-17.5,4.1,-4.51,-8.12,-13.3,-2.95,8,472
"full","Truman",1945-04-12,1952-04-01,84,-11.74,5.51,-22.54,-0.94,-9.55,-7.82,-13,-2.64,8,450
"full","Truman",1945-04-12,1952-05-01,85,-6.98,5.51,-17.78,3.82,-4.79,-6.67,-11.84,-1.49,8,324
"full","Truman",1945-04-12,1952-06-01,86,-3.57,5.51,-14.37,7.23,-1.38,-5.62,-10.8,-0.45,8,321
"full","Truman",1945-04-12,1952-07-01,87,-0.67,5.51,-11.47,10.12,1.51,-6.19,-11.36,-1.01,8,384
"full","Truman",1945-04-12,1952-08-01,88,-14.62,5.88,-26.15,-3.1,-12.23,-8.29,-13.47,-3.12,7,324
"full","Truman",1945-04-12,1952-09-01,89,-6.32,5.88,-17.85,5.2,-3.93,-10.96,-16.13,-5.78,7,298
"full","Truman",1945-04-12,1952-10-01,90,-19.45,5.88,-30.97,-7.93,-17.05,-10.03,-15.21,-4.86,7,574
"full","Truman",1945-04-12,1952-11-01,91,-3.39,5.88,-14.91,8.13,-1,-8.09,-12.81,-3.38,7,256
"full","Truman",1945-04-12,1952-12-01,92,-4.97,5.88,-16.49,6.55,-2.58,-6.01,-11.86,-0.16,7,255
"full","Truman",1945-04-12,1953-01-01,93,-5.13,4.36,-13.69,3.42,-1.78,-3.78,-11.99,4.42,7,224
"full","Trump I",2017-01-20,2017-01-01,0,-13.9,2.49,-18.78,-9.03,-13.82,-15.37,-21.93,-8.81,26,1408
"full","Trump I",2017-01-20,2017-02-01,1,-18.27,3.09,-24.33,-12.2,-17.31,-17.42,-22.11,-12.74,27,2121
"full","Trump I",2017-01-20,2017-03-01,2,-23,3.2,-29.27,-16.72,-21.84,-19.5,-23.27,-15.72,25,1734
"full","Trump I",2017-01-20,2017-04-01,3,-17.66,3.2,-23.94,-11.38,-16.93,-21.65,-25.8,-17.51,25,1565
"full","Trump I",2017-01-20,2017-05-01,4,-22.99,3.26,-29.39,-16.59,-22.13,-23.29,-27.44,-19.14,24,1532
"full","Trump I",2017-01-20,2017-06-01,5,-29.62,3.26,-36.02,-23.23,-28.77,-25,-29.14,-20.85,24,1213
"full","Trump I",2017-01-20,2017-07-01,6,-22.66,3.26,-29.06,-16.26,-21.8,-25.88,-30.03,-21.74,24,1332
"full","Trump I",2017-01-20,2017-08-01,7,-30.2,3.26,-36.6,-23.8,-29.35,-23.79,-27.94,-19.65,24,1331
"full","Trump I",2017-01-20,2017-09-01,8,-17.4,3.4,-24.05,-10.74,-15.1,-21.88,-26.03,-17.74,22,1069
"full","Trump I",2017-01-20,2017-10-01,9,-18.88,3.4,-25.54,-12.23,-16.59,-20.38,-24.53,-16.24,22,1068
"full","Trump I",2017-01-20,2017-11-01,10,-20.35,3.47,-27.15,-13.55,-19.14,-20.27,-24.41,-16.12,21,843
"full","Trump I",2017-01-20,2017-12-01,11,-22.62,3.63,-29.74,-15.5,-20.54,-20.83,-24.98,-16.69,19,857
"full","Trump I",2017-01-20,2018-01-01,12,-20.42,3.4,-27.07,-13.76,-18.91,-20.96,-25.1,-16.81,22,1244
"full","Trump I",2017-01-20,2018-02-01,13,-19.96,3.47,-26.76,-13.15,-17.48,-20.96,-25.1,-16.81,21,787
"full","Trump I",2017-01-20,2018-03-01,14,-21.41,3.47,-28.21,-14.61,-18.9,-20.79,-24.94,-16.64,21,1135
"full","Trump I",2017-01-20,2018-04-01,15,-22.37,3.47,-29.18,-15.57,-20.49,-20.18,-24.33,-16.03,21,941
"full","Trump I",2017-01-20,2018-05-01,16,-17.47,3.47,-24.27,-10.67,-14.96,-19.17,-23.32,-15.02,21,955
"full","Trump I",2017-01-20,2018-06-01,17,-17.9,3.4,-24.56,-11.24,-16,-18.64,-22.79,-14.5,22,1084
"full","Trump I",2017-01-20,2018-07-01,18,-16.85,3.33,-23.38,-10.33,-15.86,-19.55,-23.7,-15.4,23,1224
"full","Trump I",2017-01-20,2018-08-01,19,-24.64,3.4,-31.29,-17.98,-23.11,-19.99,-24.14,-15.84,22,945
"full","Trump I",2017-01-20,2018-09-01,20,-20.57,3.64,-27.69,-13.44,-19.35,-19.82,-23.97,-15.68,19,665
"full","Trump I",2017-01-20,2018-10-01,21,-15.3,3.63,-22.43,-8.18,-13.05,-20.15,-24.3,-16,19,744
"full","Trump I",2017-01-20,2018-11-01,22,-19.9,3.55,-26.85,-12.94,-17.37,-21.26,-25.4,-17.11,20,783
"full","Trump I",2017-01-20,2018-12-01,23,-29.13,3.47,-35.93,-22.33,-27.63,-22.1,-26.25,-17.96,21,716
"full","Trump I",2017-01-20,2019-01-01,24,-20.91,3.47,-27.71,-14.11,-19.41,-22.27,-26.42,-18.13,21,731
"full","Trump I",2017-01-20,2019-02-01,25,-17.43,3.4,-24.09,-10.78,-15.91,-21.14,-25.29,-17,22,709
"full","Trump I",2017-01-20,2019-03-01,26,-23.4,3.47,-30.2,-16.6,-21.9,-20.35,-24.5,-16.2,21,649
"full","Trump I",2017-01-20,2019-04-01,27,-18.64,3.73,-25.94,-11.33,-16.31,-21.59,-25.74,-17.45,18,598
"full","Trump I",2017-01-20,2019-05-01,28,-22.91,3.73,-30.22,-15.61,-20.68,-22.87,-27.01,-18.72,18,699
"full","Trump I",2017-01-20,2019-06-01,29,-26.23,3.55,-33.19,-19.27,-24.66,-24.51,-28.66,-20.37,20,737
"full","Trump I",2017-01-20,2019-07-01,30,-24.42,3.55,-31.37,-17.46,-22.02,-26.27,-30.41,-22.12,20,778
"full","Trump I",2017-01-20,2019-08-01,31,-29.8,3.47,-36.6,-22.99,-29.2,-26.7,-30.85,-22.55,21,740
"full","Trump I",2017-01-20,2019-09-01,32,-25.96,3.64,-33.09,-18.83,-24.34,-26.25,-30.4,-22.11,19,690
"full","Trump I",2017-01-20,2019-10-01,33,-26.02,3.47,-32.83,-19.22,-25.43,-24.94,-29.09,-20.79,21,824
"full","Trump I",2017-01-20,2019-11-01,34,-20.44,3.55,-27.39,-13.48,-19.23,-24.79,-28.94,-20.65,20,709
"full","Trump I",2017-01-20,2019-12-01,35,-25.91,3.73,-33.22,-18.61,-23.39,-23.71,-27.85,-19.56,18,596
"full","Trump I",2017-01-20,2020-01-01,36,-30.1,3.73,-37.4,-22.79,-27.75,-21.19,-25.33,-17.04,18,635
"full","Trump I",2017-01-20,2020-02-01,37,-7.07,3.55,-14.03,-0.11,-5.22,-19.71,-23.85,-15.56,20,655
"full","Trump I",2017-01-20,2020-03-01,38,-20.44,3.83,-27.94,-12.93,-19.22,-18.71,-22.85,-14.56,17,467
"full","Trump I",2017-01-20,2020-04-01,39,-21.26,3.73,-28.56,-13.95,-19.99,-21.17,-25.32,-17.03,18,501
"full","Trump I",2017-01-20,2020-05-01,40,-25.63,4.06,-33.59,-17.67,-23.12,-23.81,-27.96,-19.67,15,528
"full","Trump I",2017-01-20,2020-06-01,41,-25.5,4.35,-34.02,-16.99,-22.83,-24.14,-28.28,-19.99,13,677
"full","Trump I",2017-01-20,2020-07-01,42,-24.18,3.73,-31.49,-16.88,-21.84,-22.98,-27.13,-18.83,18,745
"full","Trump I",2017-01-20,2020-08-01,43,-19.16,3.63,-26.28,-12.03,-16.64,-21.91,-26.06,-17.76,19,755
"full","Trump I",2017-01-20,2020-09-01,44,-20.23,3.73,-27.54,-12.92,-18.91,-22.35,-26.5,-18.21,18,904
"full","Trump I",2017-01-20,2020-10-01,45,-24.69,3.55,-31.66,-17.73,-24.18,-23.94,-28.08,-19.79,20,1158
"full","Trump I",2017-01-20,2020-11-01,46,-28.83,3.83,-36.33,-21.33,-26.8,-23.72,-27.49,-19.94,17,838
"full","Trump I",2017-01-20,2020-12-01,47,-23.51,3.94,-31.23,-15.79,-21.48,-23.24,-27.92,-18.55,16,531
"full","Trump I",2017-01-20,2021-01-01,48,-19.72,2.71,-25.03,-14.4,-36.07,-22.34,-28.91,-15.76,19,695
