"basket","pres","term_start","month","months_in","pci","pci_se","pci_lo","pci_hi","pci_raw","pci_smooth","pci_smooth_lo","pci_smooth_hi","n_outlets","n_headlines"
"core","Johnson",1963-11-22,1963-12-01,1,10.95,4.37,2.39,19.52,11.22,8.69,3.02,14.37,7,620
"core","Johnson",1963-11-22,1964-01-01,2,2.37,4.37,-6.19,10.93,2.64,7.05,2.47,11.63,7,565
"core","Johnson",1963-11-22,1964-02-01,3,2.5,4.37,-6.07,11.06,2.77,5.38,0.36,10.41,7,379
"core","Johnson",1963-11-22,1964-03-01,4,10.66,4.37,2.1,19.22,10.93,5.17,0.14,10.19,7,373
"core","Johnson",1963-11-22,1964-04-01,5,2.28,4.37,-6.28,10.84,2.55,6.36,1.33,11.38,7,412
"core","Johnson",1963-11-22,1964-05-01,6,6.44,4.37,-2.12,15.01,6.71,7.55,2.52,12.57,7,384
"core","Johnson",1963-11-22,1964-06-01,7,10.67,4.37,2.1,19.23,10.93,9.35,4.32,14.37,7,343
"core","Johnson",1963-11-22,1964-07-01,8,13.09,4.37,4.53,21.65,13.36,12.06,7.03,17.08,7,313
"core","Johnson",1963-11-22,1964-08-01,9,10.47,4.37,1.91,19.04,10.74,14.99,9.96,20.02,7,521
"core","Johnson",1963-11-22,1964-09-01,10,22.34,4.37,13.78,30.91,22.61,17.43,12.4,22.45,7,515
"core","Johnson",1963-11-22,1964-10-01,11,18.33,4.37,9.77,26.9,18.6,19.18,14.15,24.21,7,640
"core","Johnson",1963-11-22,1964-11-01,12,23.17,4.72,13.93,32.42,23.52,17.37,12.34,22.4,6,405
"core","Johnson",1963-11-22,1964-12-01,13,12.02,4.37,3.46,20.59,12.29,14.61,9.58,19.64,7,260
"core","Johnson",1963-11-22,1965-01-01,14,7.02,4.37,-1.55,15.58,7.29,11.6,6.58,16.63,7,351
"core","Johnson",1963-11-22,1965-02-01,15,15.84,4.72,6.59,25.08,16.19,8.05,3.03,13.08,6,299
"core","Johnson",1963-11-22,1965-03-01,16,1.28,4.37,-7.28,9.84,1.55,6.04,1.01,11.07,7,296
"core","Johnson",1963-11-22,1965-04-01,17,1.76,4.72,-7.48,11.01,2.11,3.8,-1.22,8.83,6,314
"core","Johnson",1963-11-22,1965-05-01,18,4.56,4.37,-4,13.12,4.83,3.23,-1.8,8.25,7,353
"core","Johnson",1963-11-22,1965-06-01,19,2.16,4.72,-7.08,11.41,2.51,4.48,-0.55,9.5,6,307
"core","Johnson",1963-11-22,1965-07-01,20,7.85,4.37,-0.71,16.41,8.12,6.64,1.61,11.66,7,325
"core","Johnson",1963-11-22,1965-08-01,21,4.98,4.37,-3.59,13.54,5.24,8.95,3.92,13.98,7,319
"core","Johnson",1963-11-22,1965-09-01,22,20.94,4.37,12.38,29.51,21.21,8.02,3,13.05,7,233
"core","Johnson",1963-11-22,1965-10-01,23,-0.79,4.37,-9.35,7.78,-0.52,5.44,0.42,10.47,7,246
"core","Johnson",1963-11-22,1965-11-01,24,1.5,4.37,-7.06,10.07,1.77,1.11,-3.92,6.13,7,211
"core","Johnson",1963-11-22,1965-12-01,25,-5.82,4.37,-14.39,2.74,-5.56,-0.4,-5.43,4.63,7,216
"core","Johnson",1963-11-22,1966-01-01,26,2.76,4.37,-5.81,11.32,3.03,0.37,-4.65,5.4,7,283
"core","Johnson",1963-11-22,1966-02-01,27,2.57,4.72,-6.68,11.81,2.92,1.38,-3.65,6.41,6,241
"core","Johnson",1963-11-22,1966-03-01,28,2.64,5.17,-7.49,12.78,3.24,0.82,-4.21,5.85,5,228
"core","Johnson",1963-11-22,1966-04-01,29,-1.6,4.72,-10.85,7.64,-1.25,-0.75,-5.78,4.28,6,235
"core","Johnson",1963-11-22,1966-05-01,30,-4.63,4.72,-13.88,4.61,-4.28,-1.2,-6.22,3.83,6,227
"core","Johnson",1963-11-22,1966-06-01,31,-0.36,4.72,-9.6,8.89,-0.01,-0.91,-5.93,4.12,6,216
"core","Johnson",1963-11-22,1966-07-01,32,3.7,4.72,-5.54,12.95,4.05,-0.73,-5.76,4.3,6,239
"core","Johnson",1963-11-22,1966-08-01,33,-4.05,4.37,-12.61,4.51,-3.78,-0.43,-5.46,4.59,7,253
"core","Johnson",1963-11-22,1966-09-01,34,-2,4.72,-11.25,7.24,-1.65,-0.71,-5.73,4.32,6,295
"core","Johnson",1963-11-22,1966-10-01,35,3.28,4.37,-5.29,11.84,3.55,0.03,-5,5.06,7,330
"core","Johnson",1963-11-22,1966-11-01,36,-3.05,4.37,-11.61,5.52,-2.78,1.84,-3.19,6.87,7,215
"core","Johnson",1963-11-22,1966-12-01,37,7.88,4.37,-0.69,16.44,8.15,2.59,-2.43,7.62,7,183
"core","Johnson",1963-11-22,1967-01-01,38,0.56,4.72,-8.68,9.81,0.91,4.07,-0.95,9.1,6,217
"core","Johnson",1963-11-22,1967-02-01,39,6.4,4.72,-2.85,15.64,6.75,4.67,-0.36,9.69,6,205
"core","Johnson",1963-11-22,1967-03-01,40,5.56,4.72,-3.68,14.81,5.91,4.43,-0.6,9.45,6,253
"core","Johnson",1963-11-22,1967-04-01,41,4.72,4.72,-4.53,13.96,5.07,3.12,-1.91,8.14,6,210
"core","Johnson",1963-11-22,1967-05-01,42,-0.78,4.72,-10.02,8.47,-0.43,2.42,-2.61,7.45,6,205
"core","Johnson",1963-11-22,1967-06-01,43,-1.03,4.37,-9.6,7.53,-0.77,2.25,-2.77,7.28,7,195
"core","Johnson",1963-11-22,1967-07-01,44,11.41,4.72,2.17,20.66,11.76,0.25,-4.78,5.27,6,139
"core","Johnson",1963-11-22,1967-08-01,45,-6.49,4.72,-15.74,2.75,-6.14,-3.42,-8.45,1.6,6,212
"core","Johnson",1963-11-22,1967-09-01,46,-10.23,4.72,-19.48,-0.99,-9.88,-8.64,-13.67,-3.62,6,172
"core","Johnson",1963-11-22,1967-10-01,47,-17.6,4.72,-26.84,-8.35,-17.25,-9.71,-14.74,-4.68,6,195
"core","Johnson",1963-11-22,1967-11-01,48,-6.72,4.37,-15.29,1.84,-6.45,-6.33,-11.35,-1.3,7,241
"core","Johnson",1963-11-22,1967-12-01,49,3.39,4.37,-5.17,11.95,3.66,-1.09,-6.12,3.94,7,251
"core","Johnson",1963-11-22,1968-01-01,50,2.71,4.37,-5.85,11.28,2.98,3.12,-1.91,8.14,7,248
"core","Johnson",1963-11-22,1968-02-01,51,7.25,4.37,-1.32,15.81,7.52,4.06,-0.96,9.09,7,191
"core","Johnson",1963-11-22,1968-03-01,52,2.84,4.37,-5.72,11.4,3.11,4.42,-0.61,9.44,7,299
"core","Johnson",1963-11-22,1968-04-01,53,2.19,4.37,-6.37,10.75,2.46,4.14,-0.89,9.17,7,281
"core","Johnson",1963-11-22,1968-05-01,54,9.09,4.72,-0.15,18.34,9.44,2.58,-2.45,7.61,6,165
"core","Johnson",1963-11-22,1968-06-01,55,-2.73,4.72,-11.97,6.52,-2.38,1.71,-3.32,6.74,6,163
"core","Johnson",1963-11-22,1968-07-01,56,-1.75,4.37,-10.31,6.82,-1.48,0.94,-4.09,5.97,7,185
"core","Johnson",1963-11-22,1968-08-01,57,3.92,4.37,-4.64,12.49,4.19,1.23,-3.8,6.25,7,174
"core","Johnson",1963-11-22,1968-09-01,58,2.28,4.72,-6.97,11.52,2.63,3.71,-1.32,8.74,6,145
"core","Johnson",1963-11-22,1968-10-01,59,2.38,4.72,-6.86,11.63,2.73,5.85,0.83,10.88,6,167
"core","Johnson",1963-11-22,1968-11-01,60,16.13,4.37,7.57,24.7,16.4,5.42,0.84,10,7,149
"core","Johnson",1963-11-22,1968-12-01,61,0.59,4.72,-8.65,9.84,0.94,5.32,-0.36,10.99,6,151
"core","Johnson",1963-11-22,1969-01-01,62,4.08,3.22,-2.22,10.38,9.38,4.74,-3.23,12.71,6,123
"core","Kennedy",1961-01-20,1961-01-01,0,2.91,3.49,-3.94,9.76,1.66,4.7,-1.41,10.81,7,375
"core","Kennedy",1961-01-20,1961-02-01,1,3.51,4.37,-5.05,12.08,3.78,3.94,-0.43,8.3,7,725
"core","Kennedy",1961-01-20,1961-03-01,2,7.15,4.37,-1.42,15.71,7.41,2.89,-0.62,6.41,7,716
"core","Kennedy",1961-01-20,1961-04-01,3,3.19,4.37,-5.37,11.75,3.46,1.77,-2.09,5.64,7,606
"core","Kennedy",1961-01-20,1961-05-01,4,-5.16,4.37,-13.72,3.41,-4.89,0.17,-3.69,4.03,7,642
"core","Kennedy",1961-01-20,1961-06-01,5,-0.04,4.37,-8.6,8.53,0.23,-0.48,-4.34,3.39,7,611
"core","Kennedy",1961-01-20,1961-07-01,6,1.29,4.37,-7.28,9.85,1.55,0.53,-3.33,4.39,7,494
"core","Kennedy",1961-01-20,1961-08-01,7,2.09,4.37,-6.47,10.66,2.36,1.33,-2.53,5.2,7,391
"core","Kennedy",1961-01-20,1961-09-01,8,1.5,4.72,-7.74,10.75,1.85,1.51,-2.36,5.37,6,372
"core","Kennedy",1961-01-20,1961-10-01,9,0.22,4.37,-8.35,8.78,0.48,2.12,-1.74,5.98,7,414
"core","Kennedy",1961-01-20,1961-11-01,10,3.53,4.37,-5.04,12.09,3.8,2.91,-0.95,6.77,7,443
"core","Kennedy",1961-01-20,1961-12-01,11,5.57,4.37,-3,14.13,5.84,3.65,-0.22,7.51,7,469
"core","Kennedy",1961-01-20,1962-01-01,12,2.6,4.37,-5.97,11.16,2.86,4.17,0.31,8.04,7,532
"core","Kennedy",1961-01-20,1962-02-01,13,4.52,4.37,-4.04,13.09,4.79,3.94,0.08,7.81,7,582
"core","Kennedy",1961-01-20,1962-03-01,14,4.88,4.37,-3.69,13.44,5.15,3.42,-0.44,7.28,7,618
"core","Kennedy",1961-01-20,1962-04-01,15,1.71,4.37,-6.85,10.28,1.98,2.03,-1.84,5.89,7,470
"core","Kennedy",1961-01-20,1962-05-01,16,1.59,4.37,-6.98,10.15,1.86,0.11,-3.75,3.97,7,545
"core","Kennedy",1961-01-20,1962-06-01,17,-5.76,4.37,-14.33,2.8,-5.49,-1.24,-5.11,2.62,7,527
"core","Kennedy",1961-01-20,1962-07-01,18,2.04,4.37,-6.53,10.6,2.31,-1.72,-5.58,2.15,7,456
"core","Kennedy",1961-01-20,1962-08-01,19,-6.92,4.37,-15.49,1.64,-6.65,1.12,-2.75,4.98,7,454
"core","Kennedy",1961-01-20,1962-09-01,20,7.9,4.37,-0.66,16.46,8.17,3.44,-0.43,7.3,7,448
"core","Kennedy",1961-01-20,1962-10-01,21,11.3,4.37,2.73,19.86,11.57,4.48,0.62,8.34,7,558
"core","Kennedy",1961-01-20,1962-11-01,22,-1.59,4.37,-10.16,6.97,-1.32,4.18,0.32,8.05,7,313
"core","Kennedy",1961-01-20,1962-12-01,23,3.09,4.37,-5.47,11.66,3.36,1.05,-2.81,4.92,7,369
"core","Kennedy",1961-01-20,1963-01-01,24,1.6,4.37,-6.97,10.16,1.87,-2.04,-5.9,1.82,7,401
"core","Kennedy",1961-01-20,1963-02-01,25,-9.65,4.37,-18.21,-1.08,-9.38,-3.79,-7.65,0.07,7,345
"core","Kennedy",1961-01-20,1963-03-01,26,-6.56,4.37,-15.12,2.01,-6.29,-4.67,-8.53,-0.8,7,308
"core","Kennedy",1961-01-20,1963-04-01,27,-0.57,4.37,-9.14,7.99,-0.31,-3.81,-7.67,0.05,7,382
"core","Kennedy",1961-01-20,1963-05-01,28,-3.23,4.37,-11.8,5.33,-2.96,-2.46,-6.32,1.4,7,428
"core","Kennedy",1961-01-20,1963-06-01,29,-1.73,4.37,-10.29,6.84,-1.46,-2.48,-6.34,1.39,7,547
"core","Kennedy",1961-01-20,1963-07-01,30,-2.85,4.37,-11.41,5.72,-2.58,-2.48,-6.34,1.38,7,351
"core","Kennedy",1961-01-20,1963-08-01,31,-3.63,4.37,-12.2,4.93,-3.36,-1.93,-5.79,1.93,7,287
"core","Kennedy",1961-01-20,1963-09-01,32,0.36,4.37,-8.2,8.93,0.63,0.71,-2.8,4.23,7,403
"core","Kennedy",1961-01-20,1963-10-01,33,-0.78,4.37,-9.35,7.78,-0.51,4.01,-0.36,8.37,7,401
"core","Kennedy",1961-01-20,1963-11-01,34,11.57,3.1,5.49,17.64,2.47,7.53,1.41,13.65,7,227
"core","Nixon",1969-01-20,1969-01-01,0,4.08,3.22,-2.22,10.38,0.1,1.3,-5.33,7.93,7,310
"core","Nixon",1969-01-20,1969-02-01,1,-1.13,4.37,-9.69,7.43,-0.86,0.58,-4.16,5.31,7,748
"core","Nixon",1969-01-20,1969-03-01,2,-4.01,4.37,-12.58,4.55,-3.75,0,-3.82,3.81,7,730
"core","Nixon",1969-01-20,1969-04-01,3,0.79,4.37,-7.78,9.35,1.06,-0.47,-4.66,3.72,7,607
"core","Nixon",1969-01-20,1969-05-01,4,3.59,4.37,-4.98,12.15,3.85,-0.75,-4.94,3.44,7,565
"core","Nixon",1969-01-20,1969-06-01,5,-4.8,4.37,-13.36,3.77,-4.53,-1.01,-5.2,3.18,7,512
"core","Nixon",1969-01-20,1969-07-01,6,-3.53,4.37,-12.09,5.04,-3.26,-2.62,-6.81,1.57,7,627
"core","Nixon",1969-01-20,1969-08-01,7,2.77,4.37,-5.8,11.33,3.03,-4.38,-8.57,-0.19,7,561
"core","Nixon",1969-01-20,1969-09-01,8,-14.4,4.37,-22.96,-5.83,-14.13,-3.43,-7.62,0.76,7,522
"core","Nixon",1969-01-20,1969-10-01,9,-1.02,4.37,-9.59,7.54,-0.75,-1.88,-6.07,2.31,7,573
"core","Nixon",1969-01-20,1969-11-01,10,6.08,4.37,-2.48,14.64,6.35,0.46,-3.73,4.65,7,650
"core","Nixon",1969-01-20,1969-12-01,11,2.69,4.37,-5.87,11.26,2.96,1.12,-3.07,5.31,7,577
"core","Nixon",1969-01-20,1970-01-01,12,-2.76,4.37,-11.32,5.81,-2.49,-1.31,-5.5,2.88,7,535
"core","Nixon",1969-01-20,1970-02-01,13,-4,4.37,-12.57,4.56,-3.74,-3.99,-8.18,0.2,7,508
"core","Nixon",1969-01-20,1970-03-01,14,-7.86,4.37,-16.43,0.7,-7.6,-4.85,-9.04,-0.66,7,534
"core","Nixon",1969-01-20,1970-04-01,15,-3.92,4.37,-12.48,4.64,-3.65,-4.91,-9.1,-0.72,7,492
"core","Nixon",1969-01-20,1970-05-01,16,-2.87,4.37,-11.44,5.69,-2.61,-5.43,-9.62,-1.24,7,727
"core","Nixon",1969-01-20,1970-06-01,17,-6.32,4.37,-14.88,2.25,-6.05,-6.58,-10.77,-2.39,7,558
"core","Nixon",1969-01-20,1970-07-01,18,-11.89,4.37,-20.46,-3.33,-11.62,-6.86,-11.05,-2.67,7,477
"core","Nixon",1969-01-20,1970-08-01,19,-5.93,4.37,-14.49,2.64,-5.66,-5.75,-9.94,-1.56,7,420
"core","Nixon",1969-01-20,1970-09-01,20,-0.2,4.37,-8.77,8.36,0.06,-4.35,-8.54,-0.16,7,483
"core","Nixon",1969-01-20,1970-10-01,21,-3.16,4.37,-11.72,5.41,-2.89,-4.57,-8.76,-0.38,7,722
"core","Nixon",1969-01-20,1970-11-01,22,-7.71,4.37,-16.27,0.86,-7.44,-6.51,-10.7,-2.32,7,457
"core","Nixon",1969-01-20,1970-12-01,23,-10.36,4.37,-18.93,-1.8,-10.09,-8.25,-12.44,-4.06,7,517
"core","Nixon",1969-01-20,1971-01-01,24,-8.06,4.37,-16.63,0.5,-7.8,-8.9,-13.09,-4.71,7,488
"core","Nixon",1969-01-20,1971-02-01,25,-9.19,4.37,-17.75,-0.62,-8.92,-8.16,-12.35,-3.97,7,460
"core","Nixon",1969-01-20,1971-03-01,26,-8.04,4.37,-16.61,0.52,-7.77,-5.86,-10.05,-1.67,7,541
"core","Nixon",1969-01-20,1971-04-01,27,-3.58,4.37,-12.14,4.99,-3.31,-2.5,-6.69,1.69,7,533
"core","Nixon",1969-01-20,1971-05-01,28,5.26,4.37,-3.3,13.83,5.53,0.45,-3.74,4.64,7,465
"core","Nixon",1969-01-20,1971-06-01,29,1.63,4.37,-6.93,10.19,1.9,1.4,-2.79,5.59,7,416
"core","Nixon",1969-01-20,1971-07-01,30,2.45,4.37,-6.12,11.01,2.71,-0.21,-4.4,3.98,7,547
"core","Nixon",1969-01-20,1971-08-01,31,-6.89,4.37,-15.46,1.67,-6.63,-1.91,-6.1,2.28,7,617
"core","Nixon",1969-01-20,1971-09-01,32,-0.95,4.37,-9.51,7.61,-0.68,-3.82,-8.01,0.37,7,587
"core","Nixon",1969-01-20,1971-10-01,33,-4.8,4.37,-13.36,3.76,-4.53,-4.21,-8.4,-0.02,7,612
"core","Nixon",1969-01-20,1971-11-01,34,-7.9,4.37,-16.47,0.66,-7.63,-3.76,-7.95,0.43,7,530
"core","Nixon",1969-01-20,1971-12-01,35,1.3,4.37,-7.26,9.86,1.57,-3.71,-7.9,0.48,7,610
"core","Nixon",1969-01-20,1972-01-01,36,-5.01,4.37,-13.57,3.56,-4.74,-3.78,-7.97,0.41,7,633
"core","Nixon",1969-01-20,1972-02-01,37,-2.93,4.37,-11.49,5.64,-2.66,-5.83,-10.02,-1.64,7,708
"core","Nixon",1969-01-20,1972-03-01,38,-11.29,4.37,-19.86,-2.73,-11.02,-7.13,-11.32,-2.94,7,508
"core","Nixon",1969-01-20,1972-04-01,39,-9.4,4.37,-17.96,-0.83,-9.13,-5.96,-10.15,-1.77,7,494
"core","Nixon",1969-01-20,1972-05-01,40,-2.24,4.37,-10.8,6.32,-1.97,-2.57,-6.76,1.62,7,659
"core","Nixon",1969-01-20,1972-06-01,41,5.03,4.37,-3.53,13.59,5.3,1.29,-2.9,5.48,7,430
"core","Nixon",1969-01-20,1972-07-01,42,3.24,4.37,-5.33,11.8,3.5,4.01,-0.18,8.2,7,432
"core","Nixon",1969-01-20,1972-08-01,43,5.27,4.37,-3.29,13.84,5.54,5.31,1.12,9.5,7,705
"core","Nixon",1969-01-20,1972-09-01,44,6.6,4.37,-1.96,15.16,6.87,6.68,2.49,10.87,7,635
"core","Nixon",1969-01-20,1972-10-01,45,7.68,4.37,-0.89,16.24,7.95,6.54,2.35,10.73,7,931
"core","Nixon",1969-01-20,1972-11-01,46,11.42,4.37,2.85,19.98,11.68,2.84,-1.35,7.03,7,688
"core","Nixon",1969-01-20,1972-12-01,47,-8.09,4.37,-16.65,0.48,-7.82,-1.48,-5.67,2.71,7,449
"core","Nixon",1969-01-20,1973-01-01,48,-9.98,4.37,-18.54,-1.41,-9.71,-5.37,-9.56,-1.18,7,556
"core","Nixon",1969-01-20,1973-02-01,49,-2.93,4.37,-11.49,5.63,-2.66,-7.21,-11.4,-3.02,7,601
"core","Nixon",1969-01-20,1973-03-01,50,-8.22,4.37,-16.78,0.35,-7.95,-7.64,-11.83,-3.45,7,578
"core","Nixon",1969-01-20,1973-04-01,51,-8.96,4.37,-17.53,-0.4,-8.7,-8.85,-13.04,-4.66,7,565
"core","Nixon",1969-01-20,1973-05-01,52,-12.29,4.37,-20.85,-3.73,-12.02,-9.74,-13.93,-5.55,7,788
"core","Nixon",1969-01-20,1973-06-01,53,-7.28,4.37,-15.84,1.29,-7.01,-10.42,-14.61,-6.23,7,692
"core","Nixon",1969-01-20,1973-07-01,54,-12.25,4.37,-20.81,-3.68,-11.98,-10.06,-14.25,-5.87,7,835
"core","Nixon",1969-01-20,1973-08-01,55,-11.37,4.37,-19.93,-2.8,-11.1,-10.4,-14.59,-6.21,7,739
"core","Nixon",1969-01-20,1973-09-01,56,-5.36,4.37,-13.92,3.21,-5.09,-11.61,-15.8,-7.42,7,591
"core","Nixon",1969-01-20,1973-10-01,57,-18.87,4.37,-27.44,-10.31,-18.6,-11.45,-15.64,-7.26,7,654
"core","Nixon",1969-01-20,1973-11-01,58,-10.88,4.37,-19.44,-2.32,-10.61,-11.88,-16.07,-7.69,7,899
"core","Nixon",1969-01-20,1973-12-01,59,-7.34,4.37,-15.91,1.22,-7.08,-11.76,-15.95,-7.57,7,669
"core","Nixon",1969-01-20,1974-01-01,60,-14.97,4.37,-23.53,-6.41,-14.7,-12.16,-16.35,-7.97,7,760
"core","Nixon",1969-01-20,1974-02-01,61,-11.37,4.37,-19.94,-2.81,-11.1,-14.3,-18.49,-10.11,7,675
"core","Nixon",1969-01-20,1974-03-01,62,-19.75,4.37,-28.31,-11.19,-19.48,-15.04,-19.23,-10.85,7,797
"core","Nixon",1969-01-20,1974-04-01,63,-14,4.37,-22.56,-5.44,-13.73,-14.61,-18.8,-10.42,7,785
"core","Nixon",1969-01-20,1974-05-01,64,-13.66,4.37,-22.22,-5.09,-13.39,-13.5,-17.69,-9.31,7,966
"core","Nixon",1969-01-20,1974-06-01,65,-8.88,4.37,-17.44,-0.32,-8.61,-13.77,-17.58,-9.95,7,840
"core","Nixon",1969-01-20,1974-07-01,66,-17.3,4.37,-25.86,-8.73,-17.03,-13.95,-18.68,-9.21,7,732
"core","Nixon",1969-01-20,1974-08-01,67,-14.19,3.1,-20.27,-8.12,-33.62,-14.46,-21.11,-7.82,7,238
"core","Obama",2009-01-20,2009-01-01,0,1.28,3.22,-5.02,7.58,5.68,-0.74,-10.67,9.18,7,393
"core","Obama",2009-01-20,2009-02-01,1,-5.14,4.72,-14.38,4.11,-5.19,-0.91,-8,6.18,6,482
"core","Obama",2009-01-20,2009-03-01,2,1.13,4.72,-8.12,10.37,1.07,-1.21,-6.93,4.5,6,544
"core","Obama",2009-01-20,2009-04-01,3,-1.3,4.37,-9.86,7.26,-1.03,-1.27,-7.54,5.01,7,527
"core","Obama",2009-01-20,2009-05-01,4,-0.12,4.72,-9.37,9.12,-0.18,-2.43,-8.71,3.84,6,415
"core","Obama",2009-01-20,2009-06-01,5,-6.37,4.37,-14.93,2.19,-6.1,-4.12,-10.4,2.15,7,469
"core","Obama",2009-01-20,2009-07-01,6,-5.43,4.72,-14.67,3.82,-5.48,-5.37,-11.65,0.9,6,343
"core","Obama",2009-01-20,2009-08-01,7,-7.41,4.72,-16.65,1.84,-7.46,-4.96,-11.23,1.32,6,276
"core","Obama",2009-01-20,2009-09-01,8,-2.69,4.37,-11.26,5.87,-2.43,-4.25,-10.53,2.02,7,475
"core","Obama",2009-01-20,2009-10-01,9,-1.09,4.37,-9.65,7.48,-0.82,-3.8,-10.07,2.48,7,374
"core","Obama",2009-01-20,2009-11-01,10,-7.56,4.72,-16.81,1.68,-7.62,-3.71,-9.98,2.57,6,287
"core","Obama",2009-01-20,2009-12-01,11,-1.14,4.72,-10.39,8.1,-1.2,-4.28,-10.55,2,6,289
"core","Obama",2009-01-20,2010-01-01,12,-6.94,4.37,-15.5,1.62,-6.67,-3.83,-10.1,2.45,7,345
"core","Obama",2009-01-20,2010-02-01,13,-1.25,4.72,-10.49,8,-1.3,-4.24,-10.52,2.04,6,306
"core","Obama",2009-01-20,2010-03-01,14,-4.67,4.72,-13.92,4.57,-4.73,-5.78,-12.05,0.5,6,288
"core","Obama",2009-01-20,2010-04-01,15,-7.9,4.72,-17.15,1.34,-7.96,-8.01,-14.28,-1.73,6,285
"core","Obama",2009-01-20,2010-05-01,16,-13.96,4.72,-23.21,-4.72,-14.02,-9.52,-15.8,-3.24,6,237
"core","Obama",2009-01-20,2010-06-01,17,-8.39,4.72,-17.64,0.85,-8.45,-10.02,-16.29,-3.74,6,248
"core","Obama",2009-01-20,2010-07-01,18,-8.68,4.72,-17.93,0.56,-8.74,-9.87,-16.15,-3.6,6,188
"core","Obama",2009-01-20,2010-08-01,19,-10.13,4.72,-19.37,-0.88,-10.18,-9.41,-15.69,-3.14,6,159
"core","Obama",2009-01-20,2010-09-01,20,-12.36,4.72,-21.61,-3.12,-12.42,-9.76,-16.03,-3.48,6,215
"core","Obama",2009-01-20,2010-10-01,21,-2.7,4.72,-11.95,6.54,-2.76,-10.65,-16.93,-4.38,6,170
"core","Obama",2009-01-20,2010-11-01,22,-20.51,4.72,-29.76,-11.27,-20.57,-8.68,-14.95,-2.4,6,191
"core","Obama",2009-01-20,2010-12-01,23,-4.36,4.72,-13.61,4.88,-4.42,-5.38,-11.66,0.9,6,185
"core","Obama",2009-01-20,2011-01-01,24,2.59,4.72,-6.65,11.84,2.54,-1.24,-7.52,5.03,6,209
"core","Obama",2009-01-20,2011-02-01,25,7.36,4.72,-1.88,16.61,7.31,0.7,-5.58,6.97,6,173
"core","Obama",2009-01-20,2011-03-01,26,-7.03,4.72,-16.28,2.21,-7.09,1.55,-4.73,7.82,6,204
"core","Obama",2009-01-20,2011-04-01,27,1.6,4.72,-7.64,10.85,1.55,1.49,-4.78,7.77,6,197
"core","Obama",2009-01-20,2011-05-01,28,10.09,4.72,0.85,19.34,10.04,1.26,-5.02,7.53,6,234
"core","Obama",2009-01-20,2011-06-01,29,-4.89,4.72,-14.13,4.36,-4.95,0.16,-6.12,6.43,6,196
"core","Obama",2009-01-20,2011-07-01,30,-0.92,4.72,-10.17,8.32,-0.98,-3.76,-10.03,2.52,6,187
"core","Obama",2009-01-20,2011-08-01,31,-9.5,4.72,-18.75,-0.26,-9.56,-5.91,-12.18,0.37,6,165
"core","Obama",2009-01-20,2011-09-01,32,-8.12,4.72,-17.36,1.13,-8.17,-6.88,-13.16,-0.61,6,260
"core","Obama",2009-01-20,2011-10-01,33,-3.74,4.72,-12.98,5.51,-3.79,-7.1,-13.37,-0.82,6,186
"core","Obama",2009-01-20,2011-11-01,34,-10.65,5.16,-20.77,-0.53,-10.67,-5.94,-12.22,0.34,5,156
"core","Obama",2009-01-20,2011-12-01,35,-2.59,5.16,-12.71,7.53,-2.61,-5.77,-12.04,0.51,5,122
"core","Obama",2009-01-20,2012-01-01,36,-4.47,4.72,-13.72,4.77,-4.53,-4.25,-10.52,2.03,6,211
"core","Obama",2009-01-20,2012-02-01,37,-7.73,4.72,-16.98,1.51,-7.79,-2.27,-8.55,4,6,210
"core","Obama",2009-01-20,2012-03-01,38,7.48,5.16,-2.64,17.6,7.46,-1.97,-8.24,4.31,5,225
"core","Obama",2009-01-20,2012-04-01,39,-5.67,4.72,-14.91,3.58,-5.73,-1.8,-8.07,4.48,6,218
"core","Obama",2009-01-20,2012-05-01,40,-2.33,4.72,-11.57,6.92,-2.38,-3.71,-9.98,2.57,6,261
"core","Obama",2009-01-20,2012-06-01,41,-7.17,4.72,-16.42,2.07,-7.23,-5.9,-12.18,0.37,6,214
"core","Obama",2009-01-20,2012-07-01,42,-4.95,4.72,-14.2,4.29,-5.01,-6.42,-12.7,-0.14,6,189
"core","Obama",2009-01-20,2012-08-01,43,-14.09,4.72,-23.34,-4.85,-14.15,-4.95,-11.23,1.32,6,198
"core","Obama",2009-01-20,2012-09-01,44,6.85,4.72,-2.39,16.1,6.8,-2.48,-8.76,3.79,6,305
"core","Obama",2009-01-20,2012-10-01,45,-6.75,4.72,-16,2.49,-6.81,2.16,-4.12,8.43,6,305
"core","Obama",2009-01-20,2012-11-01,46,13.88,4.72,4.64,23.13,13.83,2.62,-3.65,8.9,6,323
"core","Obama",2009-01-20,2012-12-01,47,1.91,4.37,-6.66,10.47,2.17,0.52,-5.76,6.79,7,162
"core","Obama",2009-01-20,2013-01-01,48,-8.08,4.72,-17.33,1.16,-8.14,-3.37,-9.64,2.91,6,254
"core","Obama",2009-01-20,2013-02-01,49,-8.42,4.72,-17.66,0.83,-8.47,-7.75,-14.03,-1.48,6,171
"core","Obama",2009-01-20,2013-03-01,50,-7.66,5.16,-17.78,2.46,-7.68,-10.83,-17.1,-4.55,5,163
"core","Obama",2009-01-20,2013-04-01,51,-14.92,4.72,-24.16,-5.67,-14.98,-13.09,-19.37,-6.82,6,156
"core","Obama",2009-01-20,2013-05-01,52,-18.35,4.72,-27.6,-9.11,-18.41,-12.12,-18.39,-5.84,6,217
